PUBCHEM_SID,PUBCHEM_CID,SMILES_ISO,PUBCHEM_ACTIVITY_OUTCOME,Phenotype (0-10 = Low Permeability; 10-100 = Moderate Permeability; >100 = High Permeability),Permeability,Compound QC
170363373,4295603,CC1(CC2CC(C1)(CN2S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC(=CC=C4)S(=O)(=O)N5CCOCC5)C)C,Inconclusive,N/F,N/F,QC'ed NCATS
124953101,5379210,COC1=C2C(=C(C=C1)O)C(=O)C3=C(C=C4C(=C3O2)C5C=COC5O4)OC,Active,High,889.58,QC'ed NCATS
375806391,26742366,CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)CC4=CC=CS4)C5=CC=NC=C5,Active,High,447.9,QC'ed NCATS
375888446,134808914,CC1=NN2CCCN(C2=C1C3=CC=CC=C3C4=CC=CC=C4)CC5CC5,Active,High,>1000,QC'ed NCATS
24401081,16022692,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=C(C=C4)F)C)C,Active,High,841.82,QC'ed NCATS
24387240,16010694,CC1=C(C(=CC=C1)N2CCN(CC2)C(=O)CN3C4=C(COC5=CC=CC=C54)C=N3)C,Active,High,675.79,QC'ed NCATS
24401705,135410430,CCC1=CC=C(C=C1)C2C(=C(NC3=C(C=NN23)C(=O)NC4=CC=C(C=C4)C)C)C(=O)NC5=CC=CC=C5OC,Active,High,547.19,QC'ed NCATS
4239092,3234199,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4,Active,High,405.56,QC'ed NCATS
104224701,49853223,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F,Inconclusive,N/F,N/F,QC'ed NCATS
24269264,15988957,CC1=CC=CC=C1NC2=C(N=C3N2C=CS3)C4=CC=CC=C4O,Inconclusive,N/F,N/F,QC'ed NCATS
4257997,2942513,CC1CCC2=C(N1S(=O)(=O)C3=CC=CS3)C=C(C=C2)F,Active,High,795.01,QC'ed NCATS
4257661,1305978,CC(C)CCN1C2=C(N=C1OC3=CC=C(C=C3)C(=O)OC)N(C(=O)N(C2=O)C)C,Active,High,>1000,QC'ed NCATS
4261513,2979657,CC1CC2=NC(=NC(=C2C(=O)C1)C)NCC3=CC=CO3,Active,High,>1000,QC'ed NCATS
24406691,16028187,CCN1CCN(CC1)C2=NC=C3CN(CCC3=N2)CC4=CC(=CS4)Br,Active,High,786.85,QC'ed NCATS
163827029,664331,C1CCC2(C1)C3=C(CCCC3=O)NC(=N2)NC4=NC5=CC=CC=C5O4,Active,High,293.91,QC'ed NCATS
87550843,44623889,CC1=CC2=C(C=C1)OC(=N2)NC3=NC4(CCCC4)C5=C(N3)CCCC5=O,Active,High,542.62,QC'ed NCATS
99381584,3230466,CCOC(=O)C1CCN(CC1)C(=O)C2(CCCCC2)NC(=O)NC3=C(C=C(C=C3)F)F,Active,High,177,QC'ed NCATS
99431363,46926081,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=NN(C=C4Cl)C)C(=O)NC5CCCC5,Active,High,>1000,QC'ed NCATS
162210985,71307855,CCOC(=O)C1=CC=C(C=C1)N2C(=CC(=C2C)C3=NN=C4N3CCCCC4)C,Active,High,352.94,QC'ed NCATS
162211036,71307830,CC(C)(C)C1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCC4,Active,High,969.39,QC'ed NCATS
161004024,70789372,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=CN=C(C=C3)C4=CC=CC=C4,Active,Moderate,54.27,QC'ed NCATS
161004683,70789732,CC(C)OC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)OC(C)C,Inconclusive,N/F,N/F,QC'ed NCATS
160844086,70701413,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C4=CC=CC=C4,Inconclusive,N/F,N/F,QC'ed NCATS
174006609,73265249,CN([C@@H](CC1=CC=C(C=C1)O[S+](=O)(C2=CC=CC3=C2C=CN=C3)[O-])C(=O)N4CCN(CC4)C(=O)OCC5=CC=CC=C5)[S+](=O)(C6=CC=CC7=C6C=CN=C7)[O-],Inconclusive,N/F,N/F,QC'ed NCATS
375809101,26743389,CC1=C(C(=NN1C2=CC=C(C=C2)OC)C)[C@H]3C[C@@H](C=C3)NCC4=CC=C(C=C4)N(C)C,Inconclusive,N/F,N/F,QC'ed NCATS
24414158,4189771,CC1=C(C(=NN1)C)CCC2=NN3C(=N2)C4=CC=CC=C4N=C3SCC(=O)NC5=CC=C(C=C5)F,Active,High,122.25,QC'ed NCATS
375837494,91925560,COC1=CC=C(C=C1)C(=O)N[C@@H]2CCC[C@@H]2C(=O)N3CCC(CC3)CC4=CC=CC=C4,Active,High,>1000,QC'ed NCATS
24384612,16008413,CCN1C2=CC=CC=C2C(=CC1=O)OCC(=O)N3CCN(CC3)C4=CC(=CC=C4)Cl,Active,High,940.54,QC'ed NCATS
144206383,13493,CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OCC,Inconclusive,N/F,N/F,QC'ed NCATS
87677810,44143948,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC4=CC=CC=C4C=C3,Active,High,406.09,QC'ed NCATS
24401083,16022694,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=CC=C4F)C)C,Active,High,919.76,QC'ed NCATS
24401402,16023012,CC1=CC=C(C=C1)CCNC(=O)C2CCCN(C2)C3=NN=C(C4=C(N(N=C43)C5=CC=C(C=C5)OC)C)C,Inconclusive,N/F,N/F,QC'ed NCATS
87550837,44623883,C1CCC2(C1)C3=C(CCCC3=O)NC(=N2)NC4=NC5=C(O4)C=CC(=C5)Cl,Inconclusive,N/F,N/F,QC'ed NCATS
144116948,60167872,CC1=NC=C(C=C1)N2CCC(CC2)CNC3=NC(=NC=C3C)C4=CC=CC=C4C(C)C,Active,High,>1000,QC'ed NCATS
161004017,5121651,CC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)C,Active,Moderate,35.6,QC'ed NCATS
144116992,60167834,CC1=CN=C(N=C1NCC2CN(C2)C3=CN=CC=C3)C4=CC=CC=C4C(C)C,Active,High,>1000,QC'ed NCATS
161004102,70789371,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=CC=C3,Active,High,123.11,QC'ed NCATS
56317288,18109531,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=C(C=CC=N3)O,Active,High,343.71,QC'ed NCATS
57655021,661788,CC(=O)NC1=CC=C(C=C1)OCC2=C(C=CC(=C2)C3NC4=CC=CC=C4C(=O)N3CC5=CC=CO5)OC,Inconclusive,N/F,N/F,QC'ed NCATS
170465270,67533,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl.Cl,Inconclusive,N/F,N/F,QC'ed NCATS
174006897,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Active,High,>1000,QC'ed NCATS
144204466,3689,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,Inconclusive,N/F,N/F,QC'ed NCATS
24270400,2973056,COC1=C(C(=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCCO4)Br)OC,Active,High,375.79,QC'ed NCATS
104224711,49852942,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC(=CC=C4)F)C(F)(F)F,Active,High,314.84,QC'ed NCATS
174006622,73265257,CC(C)(C)OC(=O)N[C@@H](CC1=CC=C(C=C1)O[S+](=O)(C2=CC=CC3=C2C=CN=C3)[O-])C(=O)NC4=CC=C(C=C4)C5=CC=CC=C5,Inconclusive,N/F,N/F,QC'ed NCATS
363678018,9901086,C1CN(CCN1)C2=CN=CC(=N2)OCC3=CC(=CC=C3)Cl,Inconclusive,N/F,N/F,QC'ed NCATS
99367973,46907755,CC(=O)C1CCN(CC1)C2=NC=C(S2)C3=CC(=CC=C3)N(C)C,Active,High,>1000,QC'ed NCATS
104223745,3235425,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4)C(F)(F)F,Active,High,>1000,QC'ed NCATS
124879958,132496,CCCCCCN(CCCCCC)C(=O)CC1=C(NC2=CC=CC=C21)C3=CC=C(C=C3)F,Active,Moderate,11.7,QC'ed NCATS
24394674,16016817,CCOC(=O)CC1=CC=C(C=C1)NC(=O)N2C3=C(C=C(C=C3)Cl)C=N2,Inconclusive,N/F,N/F,QC'ed NCATS
87550838,44640151,C1CC2=C(C(=O)C1)C3(CCSC3)N=C(N2)NC4=NC5=CC=CC=C5O4,Inconclusive,N/F,N/F,QC'ed NCATS
162211039,71307870,CC1=CC(=C(N1C2=CC=C(C=C2)[N+](=O)[O-])C)C3=NN=C4N3CCCCC4,Active,Moderate,20.78,QC'ed NCATS
161003893,70789559,CC1=C(C=C(C=C1)C(=O)[C@H]2CC[C@H](C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4)C,Inconclusive,N/F,N/F,QC'ed NCATS
162210988,71307828,CC1=CC(=CC=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCC(CC4)Br,Active,High,>1000,QC'ed NCATS
162211006,71307859,CC1CCCN(C1)C(=O)C2=CC3=C(C=C2)N(C=N3)C4=CC=CC(=C4)C,Active,High,>1000,QC'ed NCATS
161004684,70789730,CCOC1=C(C=C(C=C1)C(C)CNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)OCC,Active,High,>1000,QC'ed NCATS
161004059,70789350,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)C)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inconclusive,N/F,N/F,QC'ed NCATS
377673486,3157145,CCN1CCCC1CNCC2=CC=CC=C2,Inconclusive,N/F,N/F,QC'ed NCATS
170466918,72187539,C1=CC=C(C=C1)CC2=CC(=CC=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],Inconclusive,N/F,N/F,QC'ed NCATS
363677952,4068248,CCOC(=O)C1=CC(=C(C=C1)NC2CCCCC2)N,Active,High,>1000,QC'ed NCATS
87677808,720656,C1COCCN1C2=NC(=CS2)C3=CC=C(C=C3)Br,Inactive,Low,1,QC'ed NCATS
24276118,3122421,CC1=CC=CC=C1NC(=O)CSC2=C(C(=CC(=N2)C3=CC=CC=C3)C4=CC=C(C=C4)OC)C#N,Inconclusive,N/F,N/F,QC'ed NCATS
85267334,44246394,CCCN1CC2=C(NC1)N(C(=S)NC2=O)CCC3=C(C(=CC=C3)Cl)Cl,Active,High,>1000,QC'ed NCATS
174007119,73265340,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Active,High,471.75,QC'ed NCATS
24267272,4231518,C1=CSC(=C1)C2=CC(=NC(=N2)S(=O)(=O)CCC(=O)NC3=CC=C(C=C3)OC(F)(F)F)C(F)(F)F,Inactive,Low,5.76,QC'ed NCATS
87677823,44143159,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3C4=CC=CC=C4,Active,High,606.16,QC'ed NCATS
24394152,135546828,CCC1=CC=C(C=C1)N2C3=C(C(SCC(=O)N3)C4=CC=CC=C4C)C(=N2)C,Active,High,707.46,QC'ed NCATS
375855120,46059186,CC(C)C(=O)N1CCC2=C(C1C3=CC(=CC=C3)F)C=C(C=C2)OCC4=NC(=CO4)C(=O)N5CCCC5,Active,High,187.82,QC'ed NCATS
363677804,56962336,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC4=C(N=CN=C43)N)O)O,Active,Moderate,10.74,QC'ed NCATS
47196424,2971918,CC1=C(C=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)NCCO)C.Cl,Inconclusive,N/F,N/F,QC'ed NCATS
7972127,765549,CC1=CC(=CC=C1)CN2CCN(CC2)C3=CC=CC=N3,Active,High,>1000,QC'ed NCATS
124398556,53257167,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,Inconclusive,N/F,N/F,QC'ed NCATS
162210979,71307866,CC1=CC(=C(N1C2=CC=C(C=C2)OC)C)C3=NN=C4N3CCCCC4,Active,High,488.02,QC'ed NCATS
161004009,17154150,CC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NC2=NC(=CS2)C3=CC=CC=C3,Active,High,861.17,QC'ed NCATS
174316133,73330432,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(C[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C(=O)NCC9=CC=C(C=C9)F)C,Inconclusive,N/F,N/F,QC'ed NCATS
144116984,60167843,CC1=NC=C(C=C1)N2CCC(CC2)CNC3=NC(=NC=C3F)C4=CC=CC=C4C(C)C,Active,High,>1000,QC'ed NCATS
161004442,70789677,CC1=C(C2=CC=CC=C2N1C3=CC=C(C=C3)OC)C(=O)C,Active,High,>1000,QC'ed NCATS
163827012,1076491,CN(CC1=CC=CC=C1)C(=O)C2CCN(CC2)CC3=CC=CC4=CC=CC=C43,Active,High,>1000,QC'ed NCATS
160844089,70701392,C1=CC2=C(C(=C1)N[S+](=O)(C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Cl)O)[O-])N=CC=C2,Inconclusive,N/F,N/F,QC'ed NCATS
160844090,70701363,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C=C(C=C4)Br)O)N=CC=C2,Inconclusive,N/F,N/F,QC'ed NCATS
161004097,70789501,C1=CC=NC(=C1)C(=O)NC2=CC=C(C=C2)[S+](=O)(NC3=NC=CS3)[O-],Inactive,Low,3,QC'ed NCATS
160844105,70701379,COC1=CC=CC(=C1Cl)CNC2=CC=C(C=C2)[S+](=O)(NC3=CC=CC=C3)[O-],Inconclusive,N/F,N/F,QC'ed NCATS
164755770,71771064,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CCC(CC3)(F)F)[O-],Active,High,>1000,QC'ed NCATS
170466939,72187531,C1=CC=C(C=C1)CC2=CC(=CN=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],Active,High,>1000,QC'ed NCATS
375872997,70766183,CCC1=C(C2=C(N1)C=CC(=C2)CNC(=O)CC3=CN=C4N3C=CC=C4C)C,Active,High,404.81,QC'ed NCATS
161003879,4620214,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active,High,>1000,QC'ed NCATS
375799543,40776966,CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)COC4=CC=CC=C4)C5=CC=NC=C5,Active,High,789.65,QC'ed NCATS
26726910,2815186,CCCC1=CC=C(C=C1)C(=O)NC(=O)C2=CC=CC=C2O,Inactive,Low,1,QC'ed NCATS
851193,653757,C1=CC=C2C(=C1)C=CN2CC(CNC3=CC=CC=C3O)O.C(=O)(C(=O)O)O,Inconclusive,N/F,N/F,QC'ed NCATS
99367978,46907687,CCOC(=O)C1CCN(CC1)C2=NC=C(S2)C3=CC4=C(C=C3)OCCCO4,Active,High,>1000,QC'ed NCATS
49817601,24816857,COC1=CC=C(C=C1)NC2CCCN(C2)C(=O)CCC3=CC=CC=C3F,Active,High,922.86,QC'ed NCATS
174006723,439647,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CC2=CC=CC=C2)C(=O)CCl,Active,High,323,QC'ed NCATS
174007039,72303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,Active,High,>1000,QC'ed NCATS
99367989,46907685,CC1=CC=C(C=C1)C2=NC(=NC=C2)N3CCC(CC3)C(=O)N,Active,High,577.04,QC'ed NCATS
24389444,16012740,CCOC1=CC=CC=C1N2CC(CC2=O)C3=NC4=CC=CC=C4N3CCOC5=CC=C(C=C5)C(C)(C)C,Active,High,793.04,QC'ed NCATS
124893948,40225210,C1CN(CCN1C2=NC(=NC3=CC=CC=C32)C4=CC=CS4)S(=O)(=O)C5=CC6=CC=CC=C6C=C5,Inactive,Low,3.2,QC'ed NCATS
363681123,133053875,CCOC(=O)C1=C2C(=NC=C1)C=C(S2)C(C3=CC=CC=C3Cl)OCCN4CCCCC4,Inconclusive,N/F,N/F,QC'ed NCATS
161004016,4162891,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)OC,Inactive,Low,7.7,QC'ed NCATS
124880958,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,Inconclusive,N/F,N/F,QC'ed NCATS
24406614,16028117,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)N(CCC3)C(=O)C4=CC=CS4,Active,High,181.14,QC'ed NCATS
24414332,4111421,COC1=C(C=C(C=C1)CCNC2=C3C(=CN(C3=NC=N2)C4=CC(=CC=C4)Cl)C5=CC=CC=C5)OC,Inconclusive,N/F,N/F,QC'ed NCATS
14720919,3119481,CCCCCCOC1=CC=C(C=C1)OC(=O)C2=CC=NC=C2,Active,High,600.37,QC'ed NCATS
49821943,16403899,CCC1=CC=C(C=C1)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@@H]4CC5=CC=CC=C5CN4,Active,High,110.9,QC'ed NCATS
89850659,225601,C1CCN(C(C1)CCC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,Inconclusive,N/F,N/F,QC'ed NCATS
24384235,16008054,CC1=CC(=C(C=C1)C)CN2C3=C(C=CC(=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5F)S(=O)C6=CC=CC=C6C2=O,Active,High,>1000,QC'ed NCATS
375846501,71829145,COC1=CC=CC=C1C(=O)NC2CCCC3=C2NC4=C3C=CC=C4Cl,Inconclusive,N/F,N/F,QC'ed NCATS
24389664,16012906,CC1=CC2=C(C=C1)C(=CO2)CC(=O)NC3=C(C4=C(S3)CCC4)C(=O)OC,Active,Moderate,26,QC'ed NCATS
363677760,78243729,CCOC(=O)CCNC1=CC(=NC(=N1)C2=CN=CC=C2)N3CCC4=CC=CC=C4CC3,Active,High,950.84,QC'ed NCATS
849158,651628,C1CCC2=C(CC1)SC3=NC=NC(=C23)NC(=O)C4=CC=CO4,Active,High,>1000,QC'ed NCATS
99367909,46907719,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC(=CC=C3)[N+](=O)[O-],Active,High,567.69,QC'ed NCATS
87550839,44623880,C1CC2=C(C(=O)C1)C3(CCSCC3)N=C(N2)NC4=NC5=CC=CC=C5O4,Inconclusive,N/F,N/F,QC'ed NCATS
174316128,73330430,C[C@@H]1CC[C@H]2[C@@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@@](O3)(OO4)C)CCC(=O)NC5=CC(=CC=C5)SC)C,Inconclusive,N/F,N/F,QC'ed NCATS
161004069,70789388,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC5=C(CCCC5)C=C4,Active,Moderate,45.23,QC'ed NCATS
144116994,60167851,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NC(C)(C)C3=CC=C(C=C3)C4=CN=CC=C4)F,Inconclusive,N/F,N/F,QC'ed NCATS
170363374,72183103,CC1(CC2CC(C1)(CN2S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)Cl)C)C,Active,High,>1000,QC'ed NCATS
384569004,71456641,C1=CC(=CC(=C1)Cl)C2=CC=C(C=C2)C3=NN=C(O3)CCCC4=NC5=C(C=CC=N5)C=C4,Active,High,>1000,QC'ed NCATS
375882407,72846657,CC1=C(C=CC(=C1)F)N2CCC(CC2)N3C[C@@H]([C@H](C3)NC(=O)C)C4CC4,Active,High,>1000,QC'ed NCATS
24386869,16010350,CCOC(=O)C1=C(N(C(=C1C)C2=CC=CC=C2)CC(=O)NCC3=CC=CC=C3)C,Active,High,>1000,QC'ed NCATS
375889125,134809592,C1CN(CC2=CN=C(C=C2N1)NC3=CC=CC=C3)CC4=CC(=C(C=C4)F)F,Inconclusive,N/F,N/F,QC'ed NCATS
24401057,16022668,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NC(C)C4=CC=CC=C4)C)C,Active,High,695.47,QC'ed NCATS
24409951,16031022,CCOC(=O)C1=C(C(=C(N1)C)CCC(=O)N2CCN(CC2)C3=CC=CC(=C3C)C)C,Active,High,>1000,QC'ed NCATS
24409969,16031040,CCOC(=O)C1=C(C(=C(N1)C)CCC(=O)N2CCN(CC2)C3=C(C=CC(=C3)C)C)C,Active,High,>1000,QC'ed NCATS
363679204,1715,COC1=CC2=C(C=C1)SCCN(C2)C(=O)CCN3CCC(CC3)CC4=CC=CC=C4,Inconclusive,N/F,N/F,QC'ed NCATS
24396468,16018486,COC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)N4C=C(N=C4S3)C5=CC(=CC=C5)OC)OC,Inconclusive,N/F,N/F,QC'ed NCATS
104224466,49853343,CC1=CC(=NC=C1)N=C(N)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,Active,High,382.73,QC'ed NCATS
124888972,663191,CN(C)C1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=CC=CC=C4OC,Active,High,278.41,QC'ed NCATS
24401984,16023585,CC1=NOC2=NC=NC(=C12)NCCC3=C(C=C(C=C3)OC)OC,Active,High,751.99,QC'ed NCATS
375888561,134809029,COC1=CC(=C(C=C1)OC)CN2CCNC3=CC(=NC=C3C2)NC4=CC=CC=C4,Inconclusive,N/F,N/F,QC'ed NCATS
87677833,44143947,CC1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,High,711,QC'ed NCATS
24413540,16033636,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)SC4=CC=CC=C4C(=O)N3C5CCCC5,Active,High,138.23,QC'ed NCATS
90341833,11224758,CSC1=CC=CC=C1N2CCN(CC2)CCCCCC(=O)NC3CCCC4=CC=CC=C34,Active,High,>1000,QC'ed NCATS
87677819,44144358,CC(=O)C1=CC=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,High,328.47,QC'ed NCATS
14738361,3655913,CC(C)C(=O)N(C1=CC2=C(C=C1)OC(=O)S2)S(=O)(=O)C3=CC=C(C=C3)OC,Active,High,657.71,QC'ed NCATS
24790252,1090313,CC1=CC(=CC=C1)NCC2=C3C=CC=NC3=C(C=C2)O,Inactive,Low,1,QC'ed NCATS
4239638,3234745,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,High,>1000,QC'ed NCATS
161004433,658914,CC1=C(C2=C(N1C3=CC=C(C=C3)OC)C=CC(=C2)O)C(=O)C,Active,High,414.9,QC'ed NCATS
162210999,71307825,CC1=CC(=C(N1C2=CC=C(C=C2)Br)C)C3=NN=C4N3CCCCC4,Active,High,>1000,QC'ed NCATS
137275919,46927888,CC1=C(C(=NN1CC2=CC=CC=C2Cl)C)CN(C)CC(COC3=CC=C(C=C3)Cl)O,Inconclusive,N/F,N/F,QC'ed NCATS
144116976,60167874,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3CCN(C3)C4=NC=CN=C4)F,Active,High,>1000,QC'ed NCATS
160844068,70701381,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C(=CC=C3)Cl)O,Active,High,486.84,QC'ed NCATS
377714231,5305440,C1C2CC3CC1CC(C2)(C3)NCC(=O)C4=CC=C(C=C4)Cl,Active,High,634.82,QC'ed NCATS
4262538,892164,COC1=CC=CC=C1CNC2=CC=C(C=C2)N3CCCCC3,Active,High,>1000,QC'ed NCATS
99367890,46907735,CCOC(=O)C1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,Active,High,120.02,QC'ed NCATS
864349,665597,C1CCCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=N4,Active,High,>1000,QC'ed NCATS
29216989,17757102,CC(=O)NC1=CC=C(C=C1)OCC2=C(C=CC(=C2)C3=NC4=CC=CC=C4C(=O)N3CC5=CC=CO5)OC,Inactive,Low,8.72,QC'ed NCATS
375870856,91903748,CC1=CC=CC=C1S(=O)(=O)N2CCCC(C2)CCC(=O)NCCN(C)C3CCCCC3,Active,High,>1000,QC'ed NCATS
49719657,16024730,COC1=CC=CC=C1N2CCN(CC2)C3=NC4=C(C=C3)C=C(C=C4)S(=O)(=O)N5CCCCC5,Active,High,>1000,QC'ed NCATS
375809859,75367182,CC1=CC=C(C=C1)CN2CCOC[C@H]2C3=NC=C(N3)C4=CC(=CC=C4)F,Active,High,>1000,QC'ed NCATS
24780139,2927953,C1=CC=C(C=C1)CCC(=O)NC(C2=CC=CS2)C3=CC(=C4C=CC=NC4=C3O)Cl,Active,Moderate,20.9,QC'ed NCATS
104224733,49853027,C1CCC(CC1)C(=O)NCCC2=NC3=CC=CC=C3N2CCOC4=CC=CC=C4N,Active,High,746.1,QC'ed NCATS
375802635,38030950,CC1=C[C@H]([C@@H](C[C@H]1CC2=NN=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])C(C)C)CNCC4=CN=CC=C4,Inconclusive,N/F,N/F,QC'ed NCATS
845471,647821,CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)N)C3=CC=CC=C3,Active,High,>1000,QC'ed NCATS
363676673,197810,CN1CC2=C(C=CC3=C2OCO3)[C@@H]4[C@H]1C5=CC6=C(C=C5C[C@@H]4O)OCO6,Inconclusive,N/F,N/F,QC'ed NCATS
24415754,16034290,CC1CCC(CC1)NC(=O)C2=CC3=C(C=C2)SC4=CC=CC=C4C(=O)N3CC5=CC=CC=C5F,Inactive,Low,2.7,QC'ed NCATS
4237838,3232951,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Inconclusive,N/F,N/F,QC'ed NCATS
24267835,4380636,CC(C)C1=CC=C(C=C1)NC2=C(N=C3N2C=CC=C3)C4=CC=CC=N4,Inconclusive,N/F,N/F,QC'ed NCATS
24401442,16023052,CC1=CC=C(C=C1)N2C(=C3C(=NN=C(C3=N2)N4CCCC(C4)C(=O)NCC5=CC=CC=C5C)C)C,Active,High,173,QC'ed NCATS
124893294,2548644,CC1=CC(=C(C=C1)OC)N2C(=NN=N2)SC3=NC=NC4=C3C(=CS4)C5=CC=C(C=C5)Br,Inconclusive,N/F,N/F,QC'ed NCATS
104224027,49852806,CCCCCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,Inconclusive,N/F,N/F,QC'ed NCATS
